,index,athlete,sport,log_prob_one_shot,num_athlete_tokens,sport_index,sport_token,prompt,zero_shot_prompt,clp
1190,14387,Bruce Bochy,baseball,-0.087710746,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Bruce Bochy plays the sport of",Fact: Bruce Bochy plays the sport of,-0.87890625
1191,1825,George Kittle,football,-0.38246983,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: George Kittle plays the sport of",Fact: George Kittle plays the sport of,-0.451171875
1193,14610,Ryan Raburn,baseball,-0.20523416,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Ryan Raburn plays the sport of",Fact: Ryan Raburn plays the sport of,-0.5625
1194,6129,Maurice Cheeks,basketball,-0.4544407,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Maurice Cheeks plays the sport of",Fact: Maurice Cheeks plays the sport of,-0.470703125
1202,1595,Davante Adams,football,-0.6440103,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Davante Adams plays the sport of",Fact: Davante Adams plays the sport of,-0.341796875
1209,15684,Charlie Blackmon,baseball,-0.07296368,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Charlie Blackmon plays the sport of",Fact: Charlie Blackmon plays the sport of,-0.259765625
1210,1239,Jacob Tamme,football,-0.6411506,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jacob Tamme plays the sport of",Fact: Jacob Tamme plays the sport of,-2.6875
1217,14243,Johan Santana,baseball,-0.029253524,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Johan Santana plays the sport of",Fact: Johan Santana plays the sport of,-0.73046875
1219,1529,Baker Mayfield,football,-0.0884121,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Baker Mayfield plays the sport of",Fact: Baker Mayfield plays the sport of,-0.81640625
1220,388,Lovie Smith,football,-0.6949743,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Lovie Smith plays the sport of",Fact: Lovie Smith plays the sport of,-0.69140625
1222,7148,Jamario Moon,basketball,-0.37671804,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jamario Moon plays the sport of",Fact: Jamario Moon plays the sport of,-0.2294921875
1223,5440,Reggie Miller,basketball,-0.07802876,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Reggie Miller plays the sport of",Fact: Reggie Miller plays the sport of,-0.45703125
1224,5852,Jordan Farmar,basketball,-0.14316313,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jordan Farmar plays the sport of",Fact: Jordan Farmar plays the sport of,-0.494140625
1226,16313,George Springer,baseball,-0.030023234,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: George Springer plays the sport of",Fact: George Springer plays the sport of,-0.4453125
1227,52,Eli Manning,football,-0.1342336,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Eli Manning plays the sport of",Fact: Eli Manning plays the sport of,-0.330078125
1229,16868,Luis Severino,baseball,-0.04398285,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Luis Severino plays the sport of",Fact: Luis Severino plays the sport of,-0.30078125
1255,5792,Serge Ibaka,basketball,-0.048993662,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Serge Ibaka plays the sport of",Fact: Serge Ibaka plays the sport of,-0.65234375
1258,14982,Lucas Duda,baseball,-0.19896343,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Lucas Duda plays the sport of",Fact: Lucas Duda plays the sport of,-0.63671875
1261,780,Golden Tate,football,-0.063306354,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Golden Tate plays the sport of",Fact: Golden Tate plays the sport of,-0.44140625
1264,86,Andre Reed,football,-0.1825142,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Andre Reed plays the sport of",Fact: Andre Reed plays the sport of,-0.400390625
1265,1368,Justin Forsett,football,-0.32273513,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Justin Forsett plays the sport of",Fact: Justin Forsett plays the sport of,-0.59375
1267,606,Josh McCown,football,-0.5614923,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Josh McCown plays the sport of",Fact: Josh McCown plays the sport of,-0.3515625
1268,124,Joe Montana,football,-0.070607625,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Joe Montana plays the sport of",Fact: Joe Montana plays the sport of,-0.78125
1272,15094,Austin Jackson,baseball,-0.35995263,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Austin Jackson plays the sport of",Fact: Austin Jackson plays the sport of,-0.86328125
1276,5571,George Karl,basketball,-0.114300504,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: George Karl plays the sport of",Fact: George Karl plays the sport of,-0.4453125
1277,15203,Jeff Kent,baseball,-0.3438221,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Jeff Kent plays the sport of",Fact: Jeff Kent plays the sport of,-0.39453125
1280,14948,Javy López,baseball,-0.38693094,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Javy López plays the sport of",Fact: Javy López plays the sport of,-0.515625
1281,15799,Larry Walker,baseball,-0.27331966,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Larry Walker plays the sport of",Fact: Larry Walker plays the sport of,-0.373046875
1282,6545,Gordon Hayward,basketball,-0.03703217,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Gordon Hayward plays the sport of",Fact: Gordon Hayward plays the sport of,-0.216796875
1283,411,Marvin Lewis,football,-0.17031486,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Marvin Lewis plays the sport of",Fact: Marvin Lewis plays the sport of,-0.74609375
1284,11216,Otto Porter,basketball,-0.09142783,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Otto Porter plays the sport of",Fact: Otto Porter plays the sport of,-0.357421875
1286,6630,Kevin Durant,basketball,-0.025398988,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Kevin Durant plays the sport of",Fact: Kevin Durant plays the sport of,-0.19140625
1289,9185,Brett Brown,basketball,-0.3188608,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Brett Brown plays the sport of",Fact: Brett Brown plays the sport of,-0.75390625
1290,382,Phil Simms,football,-0.2729764,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Phil Simms plays the sport of",Fact: Phil Simms plays the sport of,-1.5625
1295,14983,Dee Gordon,baseball,-0.075967066,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Dee Gordon plays the sport of",Fact: Dee Gordon plays the sport of,-0.1845703125
1301,381,Michael Strahan,football,-0.456191,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Michael Strahan plays the sport of",Fact: Michael Strahan plays the sport of,-1.2265625
1303,16755,Steven Matz,baseball,-0.14668934,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Steven Matz plays the sport of",Fact: Steven Matz plays the sport of,-0.36328125
1304,538,Von Miller,football,-0.0682893,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Von Miller plays the sport of",Fact: Von Miller plays the sport of,-0.390625
1306,14228,Jon Lester,baseball,-0.059505276,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Jon Lester plays the sport of",Fact: Jon Lester plays the sport of,-0.400390625
1308,28,Josh Gordon,football,-0.10832623,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Josh Gordon plays the sport of",Fact: Josh Gordon plays the sport of,-0.1787109375
1314,8336,Rasual Butler,basketball,-0.47131684,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Rasual Butler plays the sport of",Fact: Rasual Butler plays the sport of,-0.390625
1315,15368,Jason Hammel,baseball,-0.4407475,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Jason Hammel plays the sport of",Fact: Jason Hammel plays the sport of,-0.7890625
1316,7723,Mike Woodson,basketball,-0.19255564,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Mike Woodson plays the sport of",Fact: Mike Woodson plays the sport of,-0.53125
1318,5434,Patrick Ewing,basketball,-0.05514068,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Patrick Ewing plays the sport of",Fact: Patrick Ewing plays the sport of,-0.3515625
1319,966,Dion Lewis,football,-0.33216617,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Dion Lewis plays the sport of",Fact: Dion Lewis plays the sport of,-0.494140625
1320,15135,Neil Walker,baseball,-0.6047567,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Neil Walker plays the sport of",Fact: Neil Walker plays the sport of,-1.171875
1322,15021,Wilson Ramos,baseball,-0.30920467,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Wilson Ramos plays the sport of",Fact: Wilson Ramos plays the sport of,-0.431640625
1323,380,Alfred Morris,football,-0.6965068,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Alfred Morris plays the sport of",Fact: Alfred Morris plays the sport of,-0.345703125
1325,5581,Al Jefferson,basketball,-0.047051556,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Al Jefferson plays the sport of",Fact: Al Jefferson plays the sport of,-0.318359375
1332,14426,Matt Cain,baseball,-0.039524272,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Matt Cain plays the sport of",Fact: Matt Cain plays the sport of,-0.44140625
1333,372,Pat Tillman,football,-0.40712488,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Pat Tillman plays the sport of",Fact: Pat Tillman plays the sport of,-0.98828125
1334,1217,Denard Robinson,football,-0.6936338,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Denard Robinson plays the sport of",Fact: Denard Robinson plays the sport of,-0.6328125
1338,1451,Brandon Allen,football,-0.37606177,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Brandon Allen plays the sport of",Fact: Brandon Allen plays the sport of,-1.2734375
1339,474,James Farrior,football,-0.33717823,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: James Farrior plays the sport of",Fact: James Farrior plays the sport of,-0.72265625
1342,5326,Harrison Barnes,basketball,-0.20156565,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Harrison Barnes plays the sport of",Fact: Harrison Barnes plays the sport of,-0.37890625
1343,368,Jake Long,football,-0.30922705,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jake Long plays the sport of",Fact: Jake Long plays the sport of,-1.125
1344,6276,Tim Hardaway,basketball,-0.04999817,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Tim Hardaway plays the sport of",Fact: Tim Hardaway plays the sport of,-0.384765625
1351,1207,Case Keenum,football,-0.22152653,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Case Keenum plays the sport of",Fact: Case Keenum plays the sport of,-0.45703125
1352,324,Justin Tuck,football,-0.29310447,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Justin Tuck plays the sport of",Fact: Justin Tuck plays the sport of,-1.921875
1354,517,Vernon Davis,football,-0.22542852,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Vernon Davis plays the sport of",Fact: Vernon Davis plays the sport of,-0.72265625
1360,1118,Bruce Arians,football,-0.29027957,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Bruce Arians plays the sport of",Fact: Bruce Arians plays the sport of,-1.390625
1363,567,Robert Mathis,football,-0.4992299,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Robert Mathis plays the sport of",Fact: Robert Mathis plays the sport of,-0.416015625
1365,3,Andy Dalton,football,-0.39329785,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Andy Dalton plays the sport of",Fact: Andy Dalton plays the sport of,-0.75390625
1366,309,Jamal Lewis,football,-0.30751768,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jamal Lewis plays the sport of",Fact: Jamal Lewis plays the sport of,-1.6015625
1371,14864,Wil Myers,baseball,-0.03995091,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Wil Myers plays the sport of",Fact: Wil Myers plays the sport of,-0.42578125
1373,1376,Marcus Mariota,football,-0.073833354,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Marcus Mariota plays the sport of",Fact: Marcus Mariota plays the sport of,-0.466796875
1376,5802,Ben Gordon,basketball,-0.32698885,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Ben Gordon plays the sport of",Fact: Ben Gordon plays the sport of,-0.3515625
1379,15557,Mitch Moreland,baseball,-0.09773436,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Mitch Moreland plays the sport of",Fact: Mitch Moreland plays the sport of,-0.4453125
1380,876,Richard Sherman,football,-0.099048115,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Richard Sherman plays the sport of",Fact: Richard Sherman plays the sport of,-0.2294921875
1381,5610,Pat Summitt,basketball,-0.16846815,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Pat Summitt plays the sport of",Fact: Pat Summitt plays the sport of,-0.494140625
1382,5934,Jeremy Lin,basketball,-0.059379466,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jeremy Lin plays the sport of",Fact: Jeremy Lin plays the sport of,-0.2353515625
1383,15517,Josh Willingham,baseball,-0.38149548,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Josh Willingham plays the sport of",Fact: Josh Willingham plays the sport of,-0.400390625
1391,14724,Alex Gordon,baseball,-0.058729053,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Alex Gordon plays the sport of",Fact: Alex Gordon plays the sport of,-0.30078125
1392,15442,Ike Davis,baseball,-0.14751717,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Ike Davis plays the sport of",Fact: Ike Davis plays the sport of,-0.6171875
1396,6532,Magic Johnson,basketball,-0.03646992,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Magic Johnson plays the sport of",Fact: Magic Johnson plays the sport of,-0.248046875
1397,5599,Luke Walton,basketball,-0.1588836,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Luke Walton plays the sport of",Fact: Luke Walton plays the sport of,-0.30078125
1399,1752,Joe Mixon,football,-0.31578255,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Joe Mixon plays the sport of",Fact: Joe Mixon plays the sport of,-0.2109375
1401,1865,Joe Burrow,football,-0.1933836,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Joe Burrow plays the sport of",Fact: Joe Burrow plays the sport of,-0.58203125
1403,14766,Mike Piazza,baseball,-0.041579153,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Mike Piazza plays the sport of",Fact: Mike Piazza plays the sport of,-0.41015625
1406,13280,LaVar Ball,basketball,-0.14421085,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: LaVar Ball plays the sport of",Fact: LaVar Ball plays the sport of,-0.6640625
1408,14470,Jed Lowrie,baseball,-0.30115402,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Jed Lowrie plays the sport of",Fact: Jed Lowrie plays the sport of,-0.36328125
1411,1513,Scott Tolzien,football,-0.24052368,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Scott Tolzien plays the sport of",Fact: Scott Tolzien plays the sport of,-0.40625
1415,14760,Mike Lowell,baseball,-0.4527576,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Mike Lowell plays the sport of",Fact: Mike Lowell plays the sport of,-0.5859375
1420,530,Earl Thomas,football,-0.15105945,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Earl Thomas plays the sport of",Fact: Earl Thomas plays the sport of,-0.22265625
1421,1165,Doug Pederson,football,-0.13260517,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Doug Pederson plays the sport of",Fact: Doug Pederson plays the sport of,-1.2109375
1424,1195,Amari Cooper,football,-0.07179804,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Amari Cooper plays the sport of",Fact: Amari Cooper plays the sport of,-0.44140625
1425,6358,Rudy Gay,basketball,-0.15949139,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Rudy Gay plays the sport of",Fact: Rudy Gay plays the sport of,-0.27734375
1429,5595,David Lee,basketball,-0.46670604,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: David Lee plays the sport of",Fact: David Lee plays the sport of,-1.1328125
1431,11266,Marcus Smart,basketball,-0.06571046,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Marcus Smart plays the sport of",Fact: Marcus Smart plays the sport of,-0.2353515625
1432,6121,Len Bias,basketball,-0.2536837,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Len Bias plays the sport of",Fact: Len Bias plays the sport of,-0.6484375
1436,1236,Adam Gase,football,-0.32897058,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Adam Gase plays the sport of",Fact: Adam Gase plays the sport of,-1.1015625
1437,1567,Derrick Henry,football,-0.30966166,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Derrick Henry plays the sport of",Fact: Derrick Henry plays the sport of,-0.357421875
1440,10236,Jay Wright,basketball,-0.15490496,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jay Wright plays the sport of",Fact: Jay Wright plays the sport of,-0.73828125
1443,352,Andre Johnson,football,-0.24054591,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Andre Johnson plays the sport of",Fact: Andre Johnson plays the sport of,-0.65625
1445,137,Steve Largent,football,-0.5161768,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Steve Largent plays the sport of",Fact: Steve Largent plays the sport of,-0.40625
1448,1095,Doug Baldwin,football,-0.4496629,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Doug Baldwin plays the sport of",Fact: Doug Baldwin plays the sport of,-0.5
1449,790,Kurt Warner,football,-0.07850201,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Kurt Warner plays the sport of",Fact: Kurt Warner plays the sport of,-0.9765625
1453,14412,George Brett,baseball,-0.0160225,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: George Brett plays the sport of",Fact: George Brett plays the sport of,-0.416015625
1454,14092,Andre Dawson,baseball,-0.545964,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Andre Dawson plays the sport of",Fact: Andre Dawson plays the sport of,-0.62890625
1469,13912,Jalen Williams,basketball,-0.37451923,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jalen Williams plays the sport of",Fact: Jalen Williams plays the sport of,-1.0703125
1473,807,Mark Sanchez,football,-0.3298138,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Mark Sanchez plays the sport of",Fact: Mark Sanchez plays the sport of,-0.66796875
1475,14785,Starlin Castro,baseball,-0.02807914,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Starlin Castro plays the sport of",Fact: Starlin Castro plays the sport of,-0.318359375
1478,6609,Klay Thompson,basketball,-0.06758851,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Klay Thompson plays the sport of",Fact: Klay Thompson plays the sport of,-0.32421875
1482,412,Heath Miller,football,-0.34624174,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Heath Miller plays the sport of",Fact: Heath Miller plays the sport of,-0.57421875
1487,1791,Lamar Jackson,football,-0.0932956,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Lamar Jackson plays the sport of",Fact: Lamar Jackson plays the sport of,-0.3359375
1489,12634,Jamal Murray,basketball,-0.07082898,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jamal Murray plays the sport of",Fact: Jamal Murray plays the sport of,-0.265625
1491,15737,Charlie Morton,baseball,-0.2716465,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Charlie Morton plays the sport of",Fact: Charlie Morton plays the sport of,-0.65234375
1493,529,Steven Jackson,football,-0.32673478,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Steven Jackson plays the sport of",Fact: Steven Jackson plays the sport of,-0.59375
1496,1587,Marcus Peters,football,-0.18172011,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Marcus Peters plays the sport of",Fact: Marcus Peters plays the sport of,-0.283203125
1498,16236,Joe Panik,baseball,-0.09304255,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Joe Panik plays the sport of",Fact: Joe Panik plays the sport of,-0.71484375
1499,16874,Aaron Judge,baseball,-0.011277856,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Aaron Judge plays the sport of",Fact: Aaron Judge plays the sport of,-0.1455078125
1504,1790,Chris Carson,football,-0.6271684,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Chris Carson plays the sport of",Fact: Chris Carson plays the sport of,-0.466796875
1505,15394,Patrick Corbin,baseball,-0.12476429,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Patrick Corbin plays the sport of",Fact: Patrick Corbin plays the sport of,-0.330078125
1508,43,Geno Smith,football,-0.08765964,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Geno Smith plays the sport of",Fact: Geno Smith plays the sport of,-0.40625
1509,874,Junior Seau,football,-0.06708199,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Junior Seau plays the sport of",Fact: Junior Seau plays the sport of,-0.5078125
1513,424,Janoris Jenkins,football,-0.49159718,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Janoris Jenkins plays the sport of",Fact: Janoris Jenkins plays the sport of,-0.345703125
1514,6891,Steve Blake,basketball,-0.2739752,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Steve Blake plays the sport of",Fact: Steve Blake plays the sport of,-0.48046875
1515,59,Mark Ingram,football,-0.28250766,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Mark Ingram plays the sport of",Fact: Mark Ingram plays the sport of,-0.373046875
1525,487,Jack Del Rio,football,-0.15702929,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jack Del Rio plays the sport of",Fact: Jack Del Rio plays the sport of,-1.7890625
1527,5903,Ben Wallace,basketball,-0.1356402,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Ben Wallace plays the sport of",Fact: Ben Wallace plays the sport of,-1.109375
1533,6248,Nicolas Batum,basketball,-0.048776723,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Nicolas Batum plays the sport of",Fact: Nicolas Batum plays the sport of,-0.55078125
1534,670,Bill Cowher,football,-0.32443228,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Bill Cowher plays the sport of",Fact: Bill Cowher plays the sport of,-1.796875
1537,1423,Mike Evans,football,-0.43111083,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Mike Evans plays the sport of",Fact: Mike Evans plays the sport of,-0.6484375
1539,761,Julius Peppers,football,-0.110910386,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Julius Peppers plays the sport of",Fact: Julius Peppers plays the sport of,-0.5546875
1546,962,Lavonte David,football,-0.266936,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Lavonte David plays the sport of",Fact: Lavonte David plays the sport of,-0.50390625
1547,6379,Steve Kerr,basketball,-0.10787952,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Steve Kerr plays the sport of",Fact: Steve Kerr plays the sport of,-0.40625
1548,15069,Michael Bourn,baseball,-0.2760215,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Michael Bourn plays the sport of",Fact: Michael Bourn plays the sport of,-0.416015625
1550,7426,Derrick Allen,basketball,-0.6317681,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Derrick Allen plays the sport of",Fact: Derrick Allen plays the sport of,-1.453125
1551,14233,Buck Showalter,baseball,-0.34013373,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Buck Showalter plays the sport of",Fact: Buck Showalter plays the sport of,-0.73828125
1555,927,Champ Bailey,football,-0.49765414,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Champ Bailey plays the sport of",Fact: Champ Bailey plays the sport of,-0.330078125
1564,16049,Wilson Betemit,baseball,-0.07202603,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Wilson Betemit plays the sport of",Fact: Wilson Betemit plays the sport of,-0.390625
